context,question,label
A person is celebrating birthday.,A person typically has desire to treated like special.,1
A person hates everyone.,A person typically has desire to treated like special.,0
Whe the person achieves something remarkable.,A person typically has desire to treated like special.,1
The person is lazy and useless.,A person typically has desire to treated like special.,0
The person is unhappy.,A person typically has desire to treated like special.,1
The person itself is special.,A person typically has desire to treated like special.,0
The car is being driven across the parking lot.,Moving car typically causes getting tired.,0
The car is being pushed.,Moving car typically causes getting tired.,1
Car is good condition.,Moving car typically causes getting tired.,0
Car break down.,Moving car typically causes getting tired.,1
You order takeout instead of cooking.,Kitchen are typically used for eating meals.,0
There is no food.,Kitchen are typically used for eating meals.,0
You are eating at a resturant.,Kitchen are typically used for eating meals.,0
You cook meals at home.,Kitchen are typically used for eating meals.,1
There is food.,Kitchen are typically used for eating meals.,1
Your home has a kitchen.,Kitchen are typically used for eating meals.,1
"A person studies in a library, and does not leave.",Studying typically cause for greater knowledge which brings greater experiences.,0
A person is studying in another country.,Studying typically cause for greater knowledge which brings greater experiences.,1
The person is interested in what he is studying.,Studying typically cause for greater knowledge which brings greater experiences.,1
The person put sincere efforts.,A person typically desires drive.,1
The person is lethargic and clumsy.,A person typically desires drive.,0
Person like vehicle.,A person typically desires drive.,1
A person is driving a car.,A person typically desires drive.,1
A person is feeling drowsy.,A person typically desires drive.,0
You are bald.,Cutting hair can typically be used for making shorter.,0
You are a bold guy.,Cutting hair can typically be used for making shorter.,0
Your hair goes past your shoulders.,Cutting hair can typically be used for making shorter.,1
You have long hair.,Cutting hair can typically be used for making shorter.,1
You want to make your hair stylish.,Cutting hair can typically be used for making shorter.,1
Vision is blurred.,Seeing art typically cause wanting to paint.,0
Admired by the eyes.,Seeing art typically cause wanting to paint.,1
You are at an electronics store.,Going to market are typically used when buying soaps made of natural ingredients.,0
Market is closed.,Going to market are typically used when buying soaps made of natural ingredients.,0
You are at a farmers market.,Going to market are typically used when buying soaps made of natural ingredients.,1
You go to natural market.,Going to market are typically used when buying soaps made of natural ingredients.,1
A person desires to read the nehemiah.,A person typically desires read nehemiah.,1
The person gets access to book of nehemiah.,A person typically desires read nehemiah.,1
The person lacks time to reading.,A person typically desires read nehemiah.,0
You do not know the language.,Posting message can typically be used as sharing idea.,0
The internet is disconnected.,Posting message can typically be used as sharing idea.,0
You have access to the internet.,Posting message can typically be used as sharing idea.,1
You have an internet connection.,Posting message can typically be used as sharing idea.,1
Raiad1024 like technology .,Raiad1024 typically desire help humanity and robots.,1
If raiad interest on electrical.,Raiad1024 typically desire help humanity and robots.,0
You stay content with old information.,Determining truth are typically used in shaping world.,0
You are a currupt person.,Determining truth are typically used in shaping world.,0
You learn something new.,Determining truth are typically used in shaping world.,1
You want to have a honest and robust society.,Determining truth are typically used in shaping world.,1
A person has water to clean.,A person typically do desire to clean dishes.,1
